0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.165170204,0.157450694,0.151659053,0.148518232,0.147530199,0.148630691,0.152944299,0.156647415,0.15617348,0.150871839,0.145080199,0.140549706,0.138212164,0.138099705,0.140035607,0.145505937,0.153876103,0.168021844,0.183806274,0.193333161,0.205149393,0.198819556,0.188111848,0.173275287
0.004023529,0.008047059,0.006705882,0.004023529,0.002347059,0.001005882,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000804706,0.001072941,0.001341176,0.001475294,0.002011765,0.002481176,0.002682353,0.002481176
0.004023529,0.008047059,0.006705882,0.004023529,0.002347059,0.001005882,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000804706,0.001072941,0.001341176,0.001475294,0.002011765,0.002481176,0.002682353,0.002481176
0.004023529,0.008047059,0.006705882,0.004023529,0.002347059,0.001005882,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000804706,0.001072941,0.001341176,0.001475294,0.002011765,0.002481176,0.002682353,0.002481176
0.004023529,0.008047059,0.006705882,0.004023529,0.002347059,0.001005882,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000804706,0.001072941,0.001341176,0.001475294,0.002011765,0.002481176,0.002682353,0.002481176
0.004023529,0.008047059,0.006705882,0.004023529,0.002347059,0.001005882,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000804706,0.001072941,0.001341176,0.001475294,0.002011765,0.002481176,0.002682353,0.002481176
0.004023529,0.008047059,0.006705882,0.004023529,0.002347059,0.001005882,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000804706,0.001072941,0.001341176,0.001475294,0.002011765,0.002481176,0.002682353,0.002481176
0.004023529,0.008047059,0.006705882,0.004023529,0.002347059,0.001005882,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000536471,0.000804706,0.001072941,0.001341176,0.001475294,0.002011765,0.002481176,0.002682353,0.002481176
